unique_key,created_date,closed_date,agency,complaint_type,descriptor,incident_zip,incident_address,borough,latitude,longitude,pii_caller_name,pii_phone,status,resolution_days
311-79671063,2023-06-07 17:02:45,2023-06-14 17:02:45,DPR,Noise - Residential,Descriptor_10,10259,70 Lexington Ave,Bronx,40.651583,-74.071452,Resident_1549,917-565-7857,Pending,7
311-59961953,2024-02-07 19:06:14,2024-03-07 19:06:14,DOT,Rodent,Descriptor_16,10325,457 5th Ave,Staten Island,40.857412,-73.995417,Resident_1550,917-185-9080,Pending,29
311-53983711,2023-06-16 20:54:03,2023-06-28 20:54:03,DOT,Street Light Condition,Descriptor_4,10233,962 Broadway,Manhattan,40.817024,-73.708087,Resident_1551,917-451-1499,In Progress,12
311-19291859,2024-01-23 15:34:37,2024-02-10 15:34:37,DPR,Street Light Condition,Descriptor_6,10202,644 Park Ave,Manhattan,40.711526,-74.228908,Resident_1552,917-840-6617,In Progress,18
311-93966531,2024-07-25 12:13:22,2024-08-22 12:13:22,NYPD,Graffiti,Descriptor_19,10158,243 Lexington Ave,Queens,40.7061,-74.181719,Resident_1553,917-739-1912,In Progress,28
311-93758038,2023-03-10 01:52:05,2023-04-01 01:52:05,DSNY,Blocked Driveway,Descriptor_15,10211,405 Park Ave,Staten Island,40.860905,-73.824639,Resident_1554,917-410-7392,Closed,22
311-26127667,2024-04-30 21:15:39,2024-05-16 21:15:39,DSNY,Street Light Condition,Descriptor_9,10189,363 Broadway,Brooklyn,40.860464,-73.825464,Resident_1555,917-204-4312,Closed,16
311-75607722,2023-03-11 08:44:01,2023-03-24 08:44:01,DEP,Noise - Residential,Descriptor_8,10210,4 Main St,Brooklyn,40.567425,-74.131886,Resident_1556,917-206-1827,In Progress,13
311-85143783,2024-09-29 14:38:47,2024-10-10 14:38:47,NYPD,Graffiti,Descriptor_9,10197,490 Lexington Ave,Manhattan,40.624017,-73.839737,Resident_1557,917-615-7422,In Progress,11
311-60367242,2023-02-08 22:57:51,2023-02-27 22:57:51,HPD,Rodent,Descriptor_8,10234,760 5th Ave,Bronx,40.660607,-74.216881,Resident_1558,917-680-7410,Closed,19
311-93736286,2024-03-08 09:34:09,2024-04-07 09:34:09,DPR,Noise - Residential,Descriptor_9,10109,44 Broadway,Manhattan,40.861165,-73.748712,Resident_1559,917-572-3441,In Progress,30
311-64456149,2024-10-17 21:36:18,2024-11-13 21:36:18,DEP,Noise - Residential,Descriptor_11,10258,311 Broadway,Queens,40.907342,-74.162361,Resident_1560,917-933-7474,In Progress,27
311-64260689,2024-01-06 19:41:46,2024-01-09 19:41:46,DSNY,HEAT/HOT WATER,Descriptor_6,10236,402 Lexington Ave,Queens,40.589329,-73.931529,Resident_1561,917-887-4682,Open,3
311-32940459,2023-07-30 18:39:41,2023-08-04 18:39:41,NYPD,Noise - Residential,Descriptor_12,10455,808 Lexington Ave,Manhattan,40.556397,-73.928892,Resident_1562,917-329-3227,Closed,5
311-30365352,2024-08-20 12:11:10,2024-08-21 12:11:10,HPD,Graffiti,Descriptor_16,10331,997 Broadway,Staten Island,40.83954,-74.117937,Resident_1563,917-919-5133,Open,1
311-79141104,2023-10-03 14:03:04,2023-10-08 14:03:04,DEP,Noise - Residential,Descriptor_11,10248,926 Lexington Ave,Staten Island,40.538783,-73.808692,Resident_1564,917-443-5670,Open,5
311-71893708,2024-06-09 13:12:35,2024-06-26 13:12:35,HPD,Rodent,Descriptor_19,10300,497 Lexington Ave,Manhattan,40.518921,-73.885865,Resident_1565,917-718-5640,Open,17
311-40864864,2023-03-12 09:23:00,2023-03-22 09:23:00,DSNY,HEAT/HOT WATER,Descriptor_3,10443,552 Main St,Manhattan,40.603995,-73.789672,Resident_1566,917-620-8844,Open,10
311-66497258,2023-09-22 05:01:31,2023-10-21 05:01:31,DOT,Rodent,Descriptor_19,10231,716 5th Ave,Queens,40.709938,-74.041782,Resident_1567,917-657-1856,Pending,29
311-88031307,2023-03-31 17:38:44,2023-04-02 17:38:44,DOB,HEAT/HOT WATER,Descriptor_1,10242,702 Broadway,Manhattan,40.556708,-73.763103,Resident_1568,917-742-7625,Open,2
311-46261249,2024-05-31 09:59:36,2024-06-03 09:59:36,DSNY,Graffiti,Descriptor_8,10113,216 Park Ave,Staten Island,40.566942,-73.839108,Resident_1569,917-641-1309,Pending,3
311-10161882,2023-09-10 10:03:53,2023-09-23 10:03:53,NYPD,Street Light Condition,Descriptor_20,10230,749 Park Ave,Staten Island,40.53912,-74.004776,Resident_1570,917-409-4808,In Progress,13
311-98870400,2024-04-04 04:12:53,2024-04-10 04:12:53,NYPD,Rodent,Descriptor_17,10121,899 Broadway,Staten Island,40.852328,-73.816557,Resident_1571,917-183-6358,Open,6
311-75543742,2023-03-15 19:38:09,2023-04-02 19:38:09,DEP,Noise - Residential,Descriptor_2,10431,248 Lexington Ave,Manhattan,40.635109,-73.959489,Resident_1572,917-423-5908,In Progress,18
311-57366300,2024-10-20 10:30:09,2024-11-18 10:30:09,DEP,Graffiti,Descriptor_7,10286,354 Lexington Ave,Staten Island,40.885333,-74.107684,Resident_1573,917-335-5145,Open,29
311-73616654,2024-10-29 23:37:37,2024-11-11 23:37:37,DSNY,Street Light Condition,Descriptor_14,10156,837 5th Ave,Staten Island,40.872273,-73.861446,Resident_1574,917-742-3157,Open,13
311-92821901,2023-12-28 08:14:21,2024-01-14 08:14:21,DSNY,Rodent,Descriptor_10,10351,119 Lexington Ave,Bronx,40.662664,-73.915612,Resident_1575,917-575-2230,Closed,17
311-85239229,2023-12-27 00:03:13,2024-01-06 00:03:13,DOT,HEAT/HOT WATER,Descriptor_5,10139,896 5th Ave,Manhattan,40.838178,-74.176781,Resident_1576,917-266-1583,Closed,10
311-27895877,2023-03-27 00:40:09,2023-04-08 00:40:09,DEP,Street Condition,Descriptor_2,10116,449 5th Ave,Brooklyn,40.602952,-73.91531,Resident_1577,917-225-8191,Open,12
311-11054326,2023-11-04 19:28:23,2023-11-15 19:28:23,DEP,Street Light Condition,Descriptor_13,10474,402 Park Ave,Staten Island,40.610633,-73.896591,Resident_1578,917-317-2095,Pending,11
311-64279590,2023-10-30 02:13:28,2023-11-28 02:13:28,DSNY,HEAT/HOT WATER,Descriptor_5,10342,236 Main St,Manhattan,40.783348,-73.875292,Resident_1579,917-463-1468,Pending,29
311-29908605,2023-09-29 15:29:32,2023-10-13 15:29:32,HPD,Graffiti,Descriptor_13,10186,439 Broadway,Queens,40.750256,-74.052355,Resident_1580,917-916-6659,Closed,14
311-93638028,2024-11-19 08:06:14,2024-12-08 08:06:14,NYPD,Blocked Driveway,Descriptor_13,10155,645 Main St,Bronx,40.886567,-74.000611,Resident_1581,917-913-5189,Pending,19
311-92186427,2024-01-19 06:45:27,2024-02-17 06:45:27,DOB,HEAT/HOT WATER,Descriptor_7,10310,569 Lexington Ave,Manhattan,40.802641,-74.180835,Resident_1582,917-514-9804,Closed,29
311-39155773,2024-09-09 23:35:32,2024-09-14 23:35:32,DEP,Derelict Vehicle,Descriptor_12,10288,854 Lexington Ave,Queens,40.888945,-74.149454,Resident_1583,917-148-9226,Closed,5
311-68683170,2023-10-21 03:28:28,2023-10-30 03:28:28,DSNY,Street Condition,Descriptor_4,10132,544 Park Ave,Queens,40.569154,-73.792552,Resident_1584,917-688-6481,Pending,9
311-60108527,2024-03-14 16:35:50,2024-04-13 16:35:50,DOT,Street Condition,Descriptor_11,10494,851 5th Ave,Manhattan,40.657181,-74.00536,Resident_1585,917-297-4977,Pending,30
311-33026320,2024-07-30 16:05:56,2024-08-25 16:05:56,DOB,Broken Muni Meter,Descriptor_1,10234,232 5th Ave,Queens,40.57599,-74.032771,Resident_1586,917-686-9593,Closed,26
311-58625425,2023-07-15 14:46:09,2023-07-22 14:46:09,HPD,Broken Muni Meter,Descriptor_14,10399,532 Broadway,Queens,40.724201,-73.905025,Resident_1587,917-628-6069,Pending,7
311-59990116,2023-02-18 08:09:32,2023-03-09 08:09:32,DPR,Street Condition,Descriptor_2,10290,387 Broadway,Bronx,40.650571,-73.966951,Resident_1588,917-195-5699,Closed,19
311-66855124,2024-09-12 17:19:48,2024-09-28 17:19:48,DOB,Broken Muni Meter,Descriptor_1,10447,508 Park Ave,Brooklyn,40.870422,-73.993075,Resident_1589,917-699-5843,In Progress,16
311-96941590,2024-07-16 04:33:09,2024-07-25 04:33:09,DOT,Illegal Parking,Descriptor_9,10398,543 Lexington Ave,Brooklyn,40.722282,-74.231567,Resident_1590,917-877-1767,Open,9
311-81833604,2023-09-04 13:48:04,2023-09-11 13:48:04,DOT,Broken Muni Meter,Descriptor_7,10184,872 5th Ave,Staten Island,40.788089,-74.16485,Resident_1591,917-390-8931,In Progress,7
311-44735757,2024-07-20 19:13:22,2024-08-10 19:13:22,NYPD,Noise - Residential,Descriptor_18,10141,175 Lexington Ave,Staten Island,40.835932,-73.704514,Resident_1592,917-987-7885,Pending,21
311-20855736,2024-04-01 03:31:09,2024-04-19 03:31:09,DSNY,Noise - Residential,Descriptor_7,10338,702 5th Ave,Queens,40.679122,-74.002225,Resident_1593,917-535-6710,In Progress,18
311-28600015,2023-02-14 23:10:46,2023-03-13 23:10:46,DSNY,Illegal Parking,Descriptor_8,10173,966 5th Ave,Brooklyn,40.901697,-74.0098,Resident_1594,917-799-1912,In Progress,27
311-16392580,2024-01-12 06:43:19,2024-01-20 06:43:19,DPR,HEAT/HOT WATER,Descriptor_19,10375,859 5th Ave,Bronx,40.654363,-73.728899,Resident_1595,917-422-7338,Closed,8
311-16407591,2024-02-01 04:00:00,2024-02-02 04:00:00,DSNY,Graffiti,Descriptor_19,10236,90 5th Ave,Bronx,40.598498,-74.164602,Resident_1596,917-199-8653,Pending,1
311-37277548,2024-08-19 20:45:13,2024-09-15 20:45:13,DOB,HEAT/HOT WATER,Descriptor_18,10332,512 Lexington Ave,Staten Island,40.634844,-73.837971,Resident_1597,917-172-8085,Pending,27
311-28405951,2024-10-28 17:19:58,2024-11-11 17:19:58,DOT,Street Light Condition,Descriptor_7,10126,938 Lexington Ave,Queens,40.562345,-74.169045,Resident_1598,917-636-2673,Pending,14
311-26235895,2023-03-13 20:58:47,2023-04-07 20:58:47,DEP,Illegal Parking,Descriptor_12,10418,566 Park Ave,Bronx,40.606429,-74.106775,Resident_1599,917-615-2094,Closed,25
311-69048073,2023-08-03 07:34:04,2023-09-01 07:34:04,DEP,Derelict Vehicle,Descriptor_19,10303,887 Lexington Ave,Bronx,40.778229,-73.982202,Resident_1600,917-668-4039,In Progress,29
311-42339967,2024-12-20 03:50:51,2024-12-27 03:50:51,DSNY,HEAT/HOT WATER,Descriptor_18,10332,238 Main St,Bronx,40.667875,-73.906588,Resident_1601,917-704-7198,In Progress,7
311-33928656,2024-05-23 12:19:58,2024-05-28 12:19:58,DEP,Noise - Residential,Descriptor_18,10157,235 Park Ave,Manhattan,40.793757,-73.709753,Resident_1602,917-488-8041,In Progress,5
311-55386217,2023-12-27 11:58:29,2024-01-20 11:58:29,DEP,Illegal Parking,Descriptor_6,10344,268 Lexington Ave,Brooklyn,40.759603,-73.908708,Resident_1603,917-265-3164,Open,24
311-86994862,2024-10-31 03:50:54,2024-11-17 03:50:54,NYPD,Graffiti,Descriptor_12,10293,872 Main St,Manhattan,40.50567,-73.955585,Resident_1604,917-448-2849,In Progress,17
311-65128065,2023-05-14 21:34:36,2023-05-17 21:34:36,DSNY,Street Condition,Descriptor_9,10256,483 5th Ave,Staten Island,40.580128,-73.814419,Resident_1605,917-568-7084,Closed,3
311-12260136,2023-04-11 02:19:46,2023-05-08 02:19:46,DPR,Illegal Parking,Descriptor_8,10215,373 Lexington Ave,Staten Island,40.788557,-73.97289,Resident_1606,917-245-9105,Closed,27
311-50488261,2024-05-31 17:39:26,2024-06-09 17:39:26,DOB,Broken Muni Meter,Descriptor_7,10356,526 Lexington Ave,Staten Island,40.520166,-73.806586,Resident_1607,917-160-6711,In Progress,9
311-10264058,2023-03-01 06:20:20,2023-03-05 06:20:20,DSNY,Noise - Residential,Descriptor_15,10450,338 Park Ave,Bronx,40.691698,-73.807383,Resident_1608,917-922-2320,Pending,4
311-85247262,2024-12-30 21:56:33,2025-01-09 21:56:33,NYPD,Derelict Vehicle,Descriptor_9,10291,921 Broadway,Staten Island,40.82494,-74.199694,Resident_1609,917-220-4592,Closed,10
311-80419968,2024-08-30 20:59:32,2024-09-15 20:59:32,DOT,Broken Muni Meter,Descriptor_2,10460,414 Lexington Ave,Bronx,40.64931,-73.864831,Resident_1610,917-688-2633,Closed,16
311-65487522,2024-10-21 09:14:32,2024-10-28 09:14:32,DSNY,Noise - Residential,Descriptor_4,10493,335 Main St,Staten Island,40.642657,-74.216825,Resident_1611,917-349-6969,In Progress,7
311-83087975,2024-10-28 01:30:57,2024-11-27 01:30:57,DOB,Noise - Residential,Descriptor_9,10237,859 5th Ave,Manhattan,40.653968,-73.858959,Resident_1612,917-703-9176,In Progress,30
311-48536291,2024-07-17 07:56:28,2024-07-19 07:56:28,NYPD,Broken Muni Meter,Descriptor_9,10107,287 Broadway,Manhattan,40.527462,-74.027088,Resident_1613,917-537-9876,In Progress,2
311-64456666,2023-05-05 15:49:51,2023-05-24 15:49:51,DOT,Blocked Driveway,Descriptor_17,10103,365 5th Ave,Bronx,40.729604,-74.138212,Resident_1614,917-503-2354,Pending,19
311-38949211,2024-08-08 20:54:32,2024-08-30 20:54:32,DSNY,Blocked Driveway,Descriptor_5,10315,416 Main St,Bronx,40.754687,-73.87265,Resident_1615,917-738-6778,In Progress,22
311-48530021,2023-01-07 05:27:05,2023-01-21 05:27:05,HPD,Derelict Vehicle,Descriptor_10,10155,141 Lexington Ave,Brooklyn,40.57185,-74.218378,Resident_1616,917-106-4105,In Progress,14
311-88113196,2024-07-06 12:09:28,2024-07-25 12:09:28,NYPD,Blocked Driveway,Descriptor_5,10389,666 Lexington Ave,Bronx,40.909384,-74.0486,Resident_1617,917-468-7463,In Progress,19
311-54560440,2023-09-28 20:59:59,2023-10-24 20:59:59,NYPD,Blocked Driveway,Descriptor_19,10435,406 5th Ave,Queens,40.65436,-73.899325,Resident_1618,917-484-1630,Closed,26
311-78345055,2023-08-12 16:59:05,2023-08-28 16:59:05,HPD,Noise - Residential,Descriptor_14,10311,52 Lexington Ave,Queens,40.60449,-74.175876,Resident_1619,917-366-6455,Pending,16
311-31077929,2023-06-21 21:06:09,2023-06-29 21:06:09,HPD,HEAT/HOT WATER,Descriptor_16,10395,546 Lexington Ave,Brooklyn,40.814003,-73.82553,Resident_1620,917-608-3994,Open,8
311-62909031,2023-06-16 03:58:51,2023-06-19 03:58:51,DSNY,Street Condition,Descriptor_10,10451,932 Broadway,Staten Island,40.589356,-74.087501,Resident_1621,917-278-3779,In Progress,3
311-78442814,2023-09-23 13:58:18,2023-09-26 13:58:18,DSNY,Rodent,Descriptor_6,10309,776 Lexington Ave,Staten Island,40.648613,-73.757704,Resident_1622,917-947-5895,Open,3
311-74440282,2023-09-01 14:37:10,2023-09-18 14:37:10,NYPD,HEAT/HOT WATER,Descriptor_20,10251,61 Lexington Ave,Manhattan,40.781452,-74.038126,Resident_1623,917-360-8988,Open,17
311-88701250,2023-12-28 22:16:21,2024-01-03 22:16:21,NYPD,Illegal Parking,Descriptor_3,10497,693 Park Ave,Staten Island,40.63298,-74.043431,Resident_1624,917-811-4987,Closed,6
311-49706896,2024-06-28 20:02:47,2024-07-13 20:02:47,HPD,Illegal Parking,Descriptor_14,10396,342 Lexington Ave,Brooklyn,40.846668,-74.147833,Resident_1625,917-789-7279,Closed,15
311-99951818,2024-07-11 18:22:43,2024-07-31 18:22:43,DEP,Street Condition,Descriptor_6,10467,344 Lexington Ave,Bronx,40.590602,-73.737325,Resident_1626,917-114-7984,Pending,20
311-43972663,2024-07-09 09:51:14,2024-07-19 09:51:14,DEP,Blocked Driveway,Descriptor_18,10203,248 Park Ave,Brooklyn,40.848843,-73.915907,Resident_1627,917-822-3060,In Progress,10
311-30388628,2023-09-29 04:09:56,2023-10-12 04:09:56,DOB,Illegal Parking,Descriptor_20,10441,703 Lexington Ave,Queens,40.587805,-73.828642,Resident_1628,917-264-3952,In Progress,13
311-91388799,2024-06-29 13:01:50,2024-07-20 13:01:50,DOB,Broken Muni Meter,Descriptor_19,10480,593 Lexington Ave,Bronx,40.660722,-74.106143,Resident_1629,917-835-6838,Pending,21
311-82012718,2024-12-21 15:37:28,2024-12-21 15:37:28,DSNY,HEAT/HOT WATER,Descriptor_3,10274,361 Main St,Staten Island,40.851428,-73.725022,Resident_1630,917-568-4638,In Progress,0
311-90602285,2023-09-18 23:52:53,2023-09-30 23:52:53,HPD,Noise - Residential,Descriptor_14,10185,312 Lexington Ave,Bronx,40.749061,-73.982495,Resident_1631,917-580-6859,Pending,12
311-38098454,2023-01-31 05:54:48,2023-02-22 05:54:48,DEP,Street Condition,Descriptor_8,10476,333 Broadway,Manhattan,40.69089,-73.978091,Resident_1632,917-462-8316,Pending,22
311-34076346,2024-06-02 07:24:37,2024-06-14 07:24:37,DEP,HEAT/HOT WATER,Descriptor_3,10383,335 Park Ave,Brooklyn,40.792071,-73.737155,Resident_1633,917-946-7107,Open,12
311-59086858,2024-06-06 21:19:28,2024-06-10 21:19:28,DPR,Street Light Condition,Descriptor_5,10146,90 Main St,Bronx,40.681608,-74.213089,Resident_1634,917-595-6153,In Progress,4
311-80534662,2024-09-10 20:06:30,2024-10-09 20:06:30,DEP,Blocked Driveway,Descriptor_13,10386,164 Broadway,Manhattan,40.526454,-73.879555,Resident_1635,917-960-4861,Closed,29
311-21863554,2024-05-16 04:23:02,2024-06-13 04:23:02,HPD,Broken Muni Meter,Descriptor_20,10357,918 5th Ave,Manhattan,40.738071,-73.711297,Resident_1636,917-558-5126,Pending,28
311-29730567,2023-09-10 11:31:43,2023-09-30 11:31:43,NYPD,Blocked Driveway,Descriptor_7,10313,768 Park Ave,Brooklyn,40.772166,-73.73313,Resident_1637,917-571-3836,Closed,20
311-89811915,2024-12-22 17:37:40,2025-01-04 17:37:40,DEP,Street Light Condition,Descriptor_4,10351,300 Park Ave,Brooklyn,40.676489,-74.224363,Resident_1638,917-617-4092,Open,13
311-13857578,2023-06-16 17:51:05,2023-07-14 17:51:05,DSNY,Noise - Residential,Descriptor_4,10365,474 Broadway,Brooklyn,40.664714,-74.219876,Resident_1639,917-719-8346,Open,28
311-86330034,2023-11-23 02:48:14,2023-12-15 02:48:14,HPD,Blocked Driveway,Descriptor_13,10306,764 Park Ave,Staten Island,40.622622,-73.791896,Resident_1640,917-942-8768,In Progress,22
311-51452428,2024-09-04 07:11:02,2024-09-16 07:11:02,DOT,HEAT/HOT WATER,Descriptor_12,10110,796 Lexington Ave,Bronx,40.636941,-73.984119,Resident_1641,917-870-8996,Open,12
311-74536652,2023-02-17 16:23:27,2023-02-18 16:23:27,DEP,Street Condition,Descriptor_9,10231,481 Park Ave,Manhattan,40.537297,-74.081639,Resident_1642,917-580-2385,Pending,1
311-48583801,2024-07-16 12:53:05,2024-07-30 12:53:05,DSNY,HEAT/HOT WATER,Descriptor_19,10221,712 Broadway,Brooklyn,40.884697,-74.202775,Resident_1643,917-136-5615,In Progress,14
311-42054744,2024-12-29 23:58:44,2025-01-01 23:58:44,DEP,Derelict Vehicle,Descriptor_12,10353,981 Main St,Queens,40.622738,-73.931889,Resident_1644,917-230-8545,Closed,3
311-11849447,2024-01-13 20:53:41,2024-02-12 20:53:41,NYPD,Street Condition,Descriptor_10,10426,53 5th Ave,Brooklyn,40.503124,-74.149889,Resident_1645,917-138-4171,In Progress,30
311-68326596,2024-01-03 15:33:09,2024-01-30 15:33:09,NYPD,HEAT/HOT WATER,Descriptor_9,10273,225 Broadway,Queens,40.664846,-73.963986,Resident_1646,917-442-2998,Pending,27
311-49155228,2024-04-20 12:31:32,2024-04-24 12:31:32,DOT,Rodent,Descriptor_14,10281,12 5th Ave,Bronx,40.865254,-74.075726,Resident_1647,917-485-8148,Pending,4
311-76246449,2023-08-19 11:10:09,2023-08-26 11:10:09,DEP,Illegal Parking,Descriptor_4,10405,440 Main St,Queens,40.77268,-73.782591,Resident_1648,917-670-4925,Closed,7
311-17754266,2024-07-31 06:30:20,2024-08-12 06:30:20,DEP,Graffiti,Descriptor_2,10230,826 Lexington Ave,Bronx,40.896182,-74.162904,Resident_1649,917-354-5297,Closed,12
311-47812789,2023-04-17 19:30:43,2023-04-24 19:30:43,DOB,Broken Muni Meter,Descriptor_19,10182,553 5th Ave,Manhattan,40.726689,-73.796658,Resident_1650,917-394-3526,In Progress,7
311-55860003,2024-11-30 08:37:36,2024-12-09 08:37:36,DPR,Blocked Driveway,Descriptor_12,10212,296 Park Ave,Queens,40.830113,-73.801376,Resident_1651,917-743-9102,Closed,9
311-47441113,2024-02-29 06:09:26,2024-03-26 06:09:26,NYPD,Broken Muni Meter,Descriptor_20,10496,3 Main St,Bronx,40.848442,-74.133187,Resident_1652,917-340-3488,In Progress,26
311-52233095,2023-11-19 06:28:17,2023-11-23 06:28:17,DPR,Broken Muni Meter,Descriptor_8,10316,493 Broadway,Bronx,40.757609,-73.91329,Resident_1653,917-315-1783,In Progress,4
311-31060658,2024-01-07 16:47:52,2024-01-26 16:47:52,DOB,Blocked Driveway,Descriptor_11,10159,319 Park Ave,Staten Island,40.669361,-73.903301,Resident_1654,917-645-6534,Open,19
311-92083715,2024-04-06 13:55:24,2024-04-17 13:55:24,DPR,Rodent,Descriptor_13,10284,844 5th Ave,Queens,40.557232,-74.068255,Resident_1655,917-752-8974,In Progress,11
311-73273380,2023-05-18 22:19:18,2023-05-19 22:19:18,DSNY,Street Condition,Descriptor_15,10315,774 Lexington Ave,Brooklyn,40.856161,-73.786341,Resident_1656,917-653-1859,Open,1
311-73032301,2024-02-02 06:57:06,2024-02-24 06:57:06,DOT,Rodent,Descriptor_11,10168,290 5th Ave,Manhattan,40.749478,-73.712739,Resident_1657,917-942-3194,Pending,22
311-79065102,2024-05-18 11:49:18,2024-06-14 11:49:18,DSNY,HEAT/HOT WATER,Descriptor_7,10406,111 5th Ave,Staten Island,40.762026,-73.920976,Resident_1658,917-836-5675,Closed,27
311-47021446,2023-09-10 12:52:15,2023-09-13 12:52:15,DEP,Broken Muni Meter,Descriptor_11,10309,649 Park Ave,Manhattan,40.611991,-73.80661,Resident_1659,917-556-7209,Closed,3
311-92863814,2024-11-28 18:45:06,2024-12-07 18:45:06,DSNY,Street Condition,Descriptor_12,10420,495 Broadway,Queens,40.644574,-74.047753,Resident_1660,917-680-2674,Pending,9
311-59888526,2023-05-16 03:21:21,2023-05-19 03:21:21,HPD,HEAT/HOT WATER,Descriptor_6,10273,999 Broadway,Bronx,40.817867,-73.776633,Resident_1661,917-996-8039,In Progress,3
311-79124012,2023-02-03 09:06:10,2023-02-14 09:06:10,HPD,Blocked Driveway,Descriptor_10,10347,605 Lexington Ave,Staten Island,40.815646,-74.17765,Resident_1662,917-748-9700,Closed,11
311-42009875,2024-12-25 10:37:04,2024-12-25 10:37:04,DEP,Illegal Parking,Descriptor_3,10493,511 Main St,Staten Island,40.51008,-74.047413,Resident_1663,917-174-3313,Pending,0
311-15771012,2023-07-14 19:33:51,2023-07-16 19:33:51,DSNY,Illegal Parking,Descriptor_1,10143,257 5th Ave,Queens,40.725427,-73.953747,Resident_1664,917-357-2934,Open,2
311-48765984,2024-05-09 07:50:57,2024-05-28 07:50:57,HPD,Broken Muni Meter,Descriptor_16,10280,157 Park Ave,Staten Island,40.66212,-74.146552,Resident_1665,917-653-3138,Closed,19
311-89636086,2023-11-04 05:12:21,2023-11-23 05:12:21,HPD,Blocked Driveway,Descriptor_14,10108,592 5th Ave,Queens,40.576154,-74.208384,Resident_1666,917-926-4677,In Progress,19
311-54652093,2024-11-14 13:39:15,2024-11-21 13:39:15,DPR,Graffiti,Descriptor_6,10147,30 Broadway,Manhattan,40.672451,-74.187111,Resident_1667,917-200-9399,In Progress,7
311-96014820,2024-05-19 18:38:04,2024-06-11 18:38:04,DSNY,Street Light Condition,Descriptor_12,10305,411 Lexington Ave,Bronx,40.778854,-74.058239,Resident_1668,917-295-2547,Open,23
311-54976048,2023-11-27 09:50:46,2023-12-16 09:50:46,DPR,Illegal Parking,Descriptor_12,10183,153 Lexington Ave,Queens,40.821861,-74.01895,Resident_1669,917-404-5276,Closed,19
311-98479346,2024-06-02 16:34:52,2024-06-26 16:34:52,DPR,HEAT/HOT WATER,Descriptor_1,10217,412 5th Ave,Manhattan,40.535113,-73.930277,Resident_1670,917-129-5729,Open,24
311-16288235,2023-07-13 05:44:42,2023-07-18 05:44:42,NYPD,Derelict Vehicle,Descriptor_6,10409,247 Broadway,Queens,40.534855,-73.896282,Resident_1671,917-418-8226,Open,5
311-18535206,2024-02-07 07:07:59,2024-02-10 07:07:59,HPD,Graffiti,Descriptor_18,10370,175 Main St,Brooklyn,40.581601,-74.230916,Resident_1672,917-107-3048,Pending,3
311-61173708,2024-01-19 03:55:32,2024-01-23 03:55:32,HPD,Street Condition,Descriptor_10,10245,841 Park Ave,Queens,40.90344,-73.903928,Resident_1673,917-889-4234,In Progress,4
311-56764703,2023-02-14 14:29:17,2023-03-16 14:29:17,NYPD,Street Condition,Descriptor_13,10238,70 Main St,Staten Island,40.863242,-73.764959,Resident_1674,917-453-9981,In Progress,30
311-92921905,2023-03-02 04:54:51,2023-03-30 04:54:51,DOT,Derelict Vehicle,Descriptor_10,10252,909 5th Ave,Staten Island,40.80782,-74.078077,Resident_1675,917-388-4850,Closed,28
311-44405327,2024-10-21 17:45:58,2024-11-10 17:45:58,HPD,Derelict Vehicle,Descriptor_4,10401,106 Lexington Ave,Bronx,40.660504,-73.745744,Resident_1676,917-733-9554,In Progress,20
311-52348555,2024-07-04 00:33:33,2024-07-07 00:33:33,DEP,Graffiti,Descriptor_6,10317,635 Lexington Ave,Manhattan,40.877449,-74.189158,Resident_1677,917-663-7664,Closed,3
311-19624707,2023-03-20 16:22:06,2023-03-30 16:22:06,NYPD,Derelict Vehicle,Descriptor_13,10198,909 5th Ave,Bronx,40.782258,-73.81049,Resident_1678,917-164-6253,In Progress,10
311-56511860,2023-08-25 06:39:30,2023-09-14 06:39:30,DSNY,Illegal Parking,Descriptor_7,10354,176 Main St,Brooklyn,40.748166,-74.032696,Resident_1679,917-557-9989,In Progress,20
311-87145506,2023-10-07 03:33:19,2023-10-26 03:33:19,DSNY,Derelict Vehicle,Descriptor_6,10317,81 Lexington Ave,Brooklyn,40.796145,-73.734446,Resident_1680,917-621-3985,Closed,19
311-55453310,2023-05-10 02:10:52,2023-06-01 02:10:52,DSNY,Blocked Driveway,Descriptor_11,10488,540 5th Ave,Brooklyn,40.701086,-74.038592,Resident_1681,917-478-2917,Closed,22
311-19576411,2023-03-26 06:56:13,2023-04-15 06:56:13,DOB,Derelict Vehicle,Descriptor_3,10102,639 Broadway,Queens,40.612849,-74.007571,Resident_1682,917-456-2096,Open,20
311-64692775,2023-07-21 00:01:29,2023-08-16 00:01:29,DPR,Graffiti,Descriptor_10,10292,451 Park Ave,Brooklyn,40.516195,-74.009047,Resident_1683,917-102-3934,In Progress,26
311-31788065,2023-08-14 13:17:37,2023-08-29 13:17:37,DOT,Street Condition,Descriptor_8,10287,93 Main St,Brooklyn,40.682419,-74.062959,Resident_1684,917-244-1390,Closed,15
311-49494875,2024-10-05 16:00:51,2024-10-30 16:00:51,DPR,Broken Muni Meter,Descriptor_6,10331,92 Park Ave,Brooklyn,40.859456,-73.902624,Resident_1685,917-948-5647,In Progress,25
311-69001805,2023-02-17 12:50:00,2023-02-25 12:50:00,DPR,Derelict Vehicle,Descriptor_13,10278,647 Lexington Ave,Brooklyn,40.75413,-73.848717,Resident_1686,917-825-6503,In Progress,8
