session_id,hotspot_id,ssid,location_name,latitude,longitude,session_start,session_end,duration_min,data_mb,device_mac,pii_user_id,pii_email,ip_address,zip_code
CHI-SESS-000970,CHI-HS-0016,CityOfChicago_Free,Millennium Park,41.82636,-87.579924,2023-10-16 18:37:27,2023-10-16 18:52:27,15,181.84,9f:45:7c:ea:d1:a3,USR-22415,user970@email.com,10.147.1.234,60667
CHI-SESS-000971,CHI-HS-0292,Chicago_Public_Wifi,Lincoln Park,41.774894,-87.88287,2023-05-12 23:17:20,2023-05-12 23:47:20,30,741.75,0c:5c:44:8f:45:1e,USR-69441,user971@email.com,10.60.141.247,60638
CHI-SESS-000972,CHI-HS-0124,CHI-LINK,Pilsen,41.795834,-87.917767,2023-07-11 20:33:47,2023-07-11 23:32:47,179,1958.38,98:75:f2:1c:60:9e,USR-52056,user972@email.com,10.229.149.24,60616
CHI-SESS-000973,CHI-HS-0148,CHI-FREE-WIFI,Lincoln Park,41.86358,-87.722383,2023-04-01 14:03:59,2023-04-01 15:01:59,58,496.48,1a:fe:9f:ee:61:e6,USR-40640,user973@email.com,10.20.95.231,60623
CHI-SESS-000974,CHI-HS-0178,CityOfChicago_Free,Boystown,41.776301,-87.658572,2024-04-28 12:55:52,2024-04-28 14:23:52,88,1488.58,71:d2:97:32:5f:61,USR-60064,user974@email.com,10.224.216.52,60653
CHI-SESS-000975,CHI-HS-0252,CHI-LINK,Rogers Park,41.769444,-87.762358,2024-07-17 22:16:54,2024-07-17 23:45:54,89,301.98,8d:5f:9c:d9:4b:12,USR-53804,user975@email.com,10.254.117.33,60625
CHI-SESS-000976,CHI-HS-0218,CHI-FREE-WIFI,Lincoln Park,41.746688,-87.675195,2023-07-16 21:50:38,2023-07-17 00:41:38,171,1742.34,33:c2:67:71:a2:0a,USR-17455,user976@email.com,10.41.99.242,60657
CHI-SESS-000977,CHI-HS-0282,CHI-LINK,Rogers Park,41.887699,-87.841339,2023-12-22 01:27:17,2023-12-22 02:26:17,59,1787.18,da:d2:e2:57:f7:97,USR-64608,user977@email.com,10.226.180.236,60621
CHI-SESS-000978,CHI-HS-0087,Chicago_Public_Wifi,Millennium Park,41.667881,-87.676334,2024-01-07 01:47:46,2024-01-07 04:26:46,159,1482.83,97:6a:57:bb:a0:9b,USR-38146,user978@email.com,10.159.5.80,60647
CHI-SESS-000979,CHI-HS-0139,CHI-FREE-WIFI,Loop,41.743903,-87.854564,2024-01-24 08:37:59,2024-01-24 08:59:59,22,183.48,f6:d9:0a:4b:f9:61,USR-70924,user979@email.com,10.184.53.109,60696
CHI-SESS-000980,CHI-HS-0196,CityOfChicago_Free,Hyde Park,41.66919,-87.908982,2024-01-31 15:19:00,2024-01-31 16:44:00,85,276.88,a3:38:96:cb:76:50,USR-41312,user980@email.com,10.50.142.224,60611
CHI-SESS-000981,CHI-HS-0118,CHI-FREE-WIFI,Lincoln Park,41.769891,-87.628617,2024-05-27 10:46:21,2024-05-27 12:50:21,124,819.5,5a:cf:5e:f8:a3:eb,USR-22754,user981@email.com,10.215.44.158,60643
CHI-SESS-000982,CHI-HS-0062,CHI-LINK,Navy Pier,41.987615,-87.737661,2024-09-18 13:05:20,2024-09-18 15:12:20,127,115.6,96:40:b5:c5:13:7f,USR-98123,user982@email.com,10.251.165.203,60657
CHI-SESS-000983,CHI-HS-0133,Chicago_Public_Wifi,Boystown,41.879898,-87.761026,2024-12-08 06:27:56,2024-12-08 08:34:56,127,1058.82,6e:be:5e:c7:d4:93,USR-15750,user983@email.com,10.105.45.186,60639
CHI-SESS-000984,CHI-HS-0213,CHI-FREE-WIFI,Boystown,41.801343,-87.522683,2023-07-18 08:36:35,2023-07-18 09:50:35,74,1049.46,81:7d:b4:ad:1f:f1,USR-57725,user984@email.com,10.61.66.56,60675
CHI-SESS-000985,CHI-HS-0041,Chicago_Public_Wifi,Wicker Park,41.674743,-87.625757,2023-07-09 02:08:57,2023-07-09 03:10:57,62,1153.58,87:60:5a:40:15:db,USR-45371,user985@email.com,10.9.2.156,60663
CHI-SESS-000986,CHI-HS-0150,CHI-FREE-WIFI,Wicker Park,41.919209,-87.835681,2024-01-31 20:20:03,2024-01-31 21:04:03,44,1608.96,54:37:73:d3:2a:24,USR-85198,user986@email.com,10.17.27.161,60689
CHI-SESS-000987,CHI-HS-0214,Chicago_Public_Wifi,Boystown,41.941913,-87.609404,2024-09-04 02:22:23,2024-09-04 04:24:23,122,232.28,c2:14:61:62:60:f2,USR-12787,user987@email.com,10.218.36.62,60676
CHI-SESS-000988,CHI-HS-0231,CHI-LINK,Rogers Park,41.728153,-87.865965,2023-04-04 19:41:43,2023-04-04 20:54:43,73,886.27,69:29:00:e0:a9:70,USR-53504,user988@email.com,10.170.241.191,60695
CHI-SESS-000989,CHI-HS-0032,CityOfChicago_Free,Rogers Park,41.837645,-87.723825,2023-10-02 05:28:03,2023-10-02 08:04:03,156,1993.27,5d:6d:e7:e6:41:34,USR-81022,user989@email.com,10.142.11.39,60676
CHI-SESS-000990,CHI-HS-0088,CHI-FREE-WIFI,Millennium Park,41.86838,-87.655865,2023-05-07 18:33:24,2023-05-07 19:52:24,79,1149.25,43:33:d5:ab:b8:22,USR-52428,user990@email.com,10.58.214.222,60659
CHI-SESS-000991,CHI-HS-0175,CHI-FREE-WIFI,Loop,41.822325,-87.919686,2023-08-26 00:50:51,2023-08-26 01:29:51,39,1288.41,93:90:60:32:7d:90,USR-32417,user991@email.com,10.232.187.165,60625
CHI-SESS-000992,CHI-HS-0201,CityOfChicago_Free,Grant Park,41.650902,-87.914814,2024-10-27 20:20:16,2024-10-27 22:31:16,131,1682.32,52:05:fc:8d:98:11,USR-63232,user992@email.com,10.230.241.188,60657
CHI-SESS-000993,CHI-HS-0079,CHI-LINK,Navy Pier,41.682101,-87.81739,2024-01-28 19:44:40,2024-01-28 22:29:40,165,1448.43,93:f1:bd:2e:e2:f4,USR-86862,user993@email.com,10.122.177.42,60624
CHI-SESS-000994,CHI-HS-0072,Chicago_Public_Wifi,Loop,41.732469,-87.909231,2024-09-01 04:51:52,2024-09-01 05:40:52,49,388.17,6c:1f:0a:b7:a9:25,USR-37519,user994@email.com,10.200.136.32,60645
CHI-SESS-000995,CHI-HS-0040,CHI-FREE-WIFI,Pilsen,41.784539,-87.711066,2023-01-14 22:11:46,2023-01-14 23:05:46,54,1485.7,c4:53:57:0e:ca:bd,USR-66746,user995@email.com,10.160.231.247,60686
CHI-SESS-000996,CHI-HS-0222,CHI-LINK,Millennium Park,41.950687,-87.908534,2023-09-27 12:50:16,2023-09-27 14:05:16,75,69.01,6e:2a:f7:90:c9:93,USR-56149,user996@email.com,10.30.165.42,60631
CHI-SESS-000997,CHI-HS-0233,CityOfChicago_Free,Rogers Park,41.868992,-87.58576,2024-06-13 15:38:38,2024-06-13 16:32:38,54,426.82,22:19:dc:a0:25:f6,USR-65706,user997@email.com,10.66.166.175,60697
CHI-SESS-000998,CHI-HS-0162,CityOfChicago_Free,Hyde Park,41.86094,-87.690636,2024-05-25 10:53:14,2024-05-25 12:38:14,105,1001.41,ae:58:98:05:76:8c,USR-93181,user998@email.com,10.248.111.122,60670
CHI-SESS-000999,CHI-HS-0080,CHI-LINK,Grant Park,41.698805,-87.938595,2023-10-08 13:06:43,2023-10-08 13:39:43,33,1069.72,ba:3d:21:4b:12:2a,USR-71331,user999@email.com,10.5.163.118,60696
CHI-SESS-001000,CHI-HS-0284,CityOfChicago_Free,Lincoln Park,41.872538,-87.765234,2024-08-25 21:57:17,2024-08-26 00:57:17,180,222.51,37:3a:f5:fe:2d:75,USR-81547,user1000@email.com,10.153.153.207,60639
CHI-SESS-001001,CHI-HS-0216,CHI-LINK,Boystown,41.745646,-87.549868,2023-04-08 14:53:23,2023-04-08 15:01:23,8,912.08,00:13:50:5e:50:95,USR-59301,user1001@email.com,10.11.185.25,60646
CHI-SESS-001002,CHI-HS-0255,CHI-FREE-WIFI,Pilsen,41.705688,-87.543301,2023-07-10 05:57:37,2023-07-10 07:58:37,121,716.96,52:57:b6:9b:06:fc,USR-63430,user1002@email.com,10.167.161.163,60678
CHI-SESS-001003,CHI-HS-0054,CityOfChicago_Free,Navy Pier,41.810299,-87.671695,2024-09-01 23:34:34,2024-09-02 01:40:34,126,1223.53,23:73:8f:31:3c:a6,USR-72002,user1003@email.com,10.71.151.35,60651
CHI-SESS-001004,CHI-HS-0268,CityOfChicago_Free,Loop,41.651221,-87.799768,2024-04-05 07:29:35,2024-04-05 08:01:35,32,1997.71,6b:22:ba:72:e0:56,USR-68238,user1004@email.com,10.159.151.207,60693
CHI-SESS-001005,CHI-HS-0056,CityOfChicago_Free,Wicker Park,41.817874,-87.734865,2023-04-27 00:12:16,2023-04-27 03:03:16,171,1508.56,b8:d3:3c:85:26:c4,USR-43766,user1005@email.com,10.114.250.29,60644
CHI-SESS-001006,CHI-HS-0128,CHI-LINK,Hyde Park,41.840722,-87.731305,2023-06-01 08:17:35,2023-06-01 08:26:35,9,484.08,34:11:92:e4:cd:b4,USR-27277,user1006@email.com,10.247.20.83,60651
CHI-SESS-001007,CHI-HS-0133,CHI-FREE-WIFI,Millennium Park,41.691325,-87.571724,2023-03-01 06:48:42,2023-03-01 08:59:42,131,969.17,e8:29:cb:be:05:3d,USR-42620,user1007@email.com,10.119.226.83,60638
CHI-SESS-001008,CHI-HS-0171,Chicago_Public_Wifi,Boystown,41.683729,-87.621157,2023-01-28 00:29:01,2023-01-28 01:20:01,51,1514.01,d7:38:3e:b2:ab:30,USR-55434,user1008@email.com,10.91.251.131,60683
CHI-SESS-001009,CHI-HS-0188,CityOfChicago_Free,Rogers Park,42.000806,-87.931954,2023-09-19 17:25:40,2023-09-19 18:08:40,43,379.31,c6:1a:f2:ab:0d:a0,USR-21647,user1009@email.com,10.26.58.218,60622
CHI-SESS-001010,CHI-HS-0232,CHI-LINK,Hyde Park,41.914679,-87.666855,2023-11-28 13:29:20,2023-11-28 13:31:20,2,673.16,1d:22:c9:40:a1:1f,USR-64189,user1010@email.com,10.22.14.4,60675
CHI-SESS-001011,CHI-HS-0041,Chicago_Public_Wifi,Rogers Park,41.723747,-87.881977,2024-10-12 11:28:02,2024-10-12 12:56:02,88,693.84,06:03:de:b2:f4:b6,USR-45874,user1011@email.com,10.3.201.152,60627
CHI-SESS-001012,CHI-HS-0040,Chicago_Public_Wifi,Loop,41.741395,-87.535519,2023-12-17 13:37:11,2023-12-17 15:04:11,87,830.19,c6:a9:18:ca:02:25,USR-37017,user1012@email.com,10.220.85.192,60666
CHI-SESS-001013,CHI-HS-0067,CHI-LINK,Hyde Park,41.974539,-87.85299,2024-04-19 05:25:41,2024-04-19 05:43:41,18,1700.21,03:46:c3:da:12:62,USR-14933,user1013@email.com,10.207.208.234,60695
CHI-SESS-001014,CHI-HS-0231,CityOfChicago_Free,Hyde Park,41.832004,-87.915322,2023-05-11 00:06:33,2023-05-11 02:34:33,148,1910.23,df:fe:d6:4d:45:c2,USR-94553,user1014@email.com,10.87.175.126,60624
CHI-SESS-001015,CHI-HS-0049,CHI-FREE-WIFI,Lincoln Park,41.680637,-87.655333,2023-10-02 09:55:49,2023-10-02 12:32:49,157,1632.35,ea:ad:1b:10:71:9a,USR-40741,user1015@email.com,10.155.177.141,60621
CHI-SESS-001016,CHI-HS-0198,CHI-FREE-WIFI,Navy Pier,41.938027,-87.747611,2024-03-23 19:54:08,2024-03-23 22:50:08,176,1674.46,c4:0a:57:b7:9b:dc,USR-38980,user1016@email.com,10.164.203.253,60639
CHI-SESS-001017,CHI-HS-0210,CityOfChicago_Free,Lincoln Park,41.899176,-87.667813,2024-06-09 20:10:47,2024-06-09 21:36:47,86,652.42,0a:fe:a6:ab:ec:d0,USR-54965,user1017@email.com,10.42.186.3,60677
CHI-SESS-001018,CHI-HS-0086,CHI-LINK,Millennium Park,41.836825,-87.728409,2024-10-21 03:44:17,2024-10-21 03:52:17,8,133.3,07:8f:a7:59:26:fd,USR-94726,user1018@email.com,10.201.72.109,60656
CHI-SESS-001019,CHI-HS-0128,Chicago_Public_Wifi,Wicker Park,41.820022,-87.933969,2023-05-04 02:25:52,2023-05-04 03:34:52,69,202.65,94:03:8c:fc:45:d7,USR-60911,user1019@email.com,10.238.66.222,60632
CHI-SESS-001020,CHI-HS-0185,CHI-FREE-WIFI,Loop,41.809741,-87.684326,2023-01-08 13:10:51,2023-01-08 14:20:51,70,1650.31,d7:00:19:63:ae:81,USR-86243,user1020@email.com,10.216.236.125,60689
CHI-SESS-001021,CHI-HS-0017,CityOfChicago_Free,Millennium Park,42.00636,-87.914736,2024-09-04 06:12:02,2024-09-04 06:28:02,16,1779.91,7a:18:a7:14:1a:ce,USR-26259,user1021@email.com,10.56.231.143,60671
CHI-SESS-001022,CHI-HS-0055,CHI-LINK,Pilsen,41.837666,-87.552402,2023-12-31 12:12:35,2023-12-31 13:41:35,89,85.04,0b:fd:77:6a:3b:cc,USR-87903,user1022@email.com,10.244.211.67,60637
CHI-SESS-001023,CHI-HS-0164,Chicago_Public_Wifi,Boystown,41.650445,-87.548584,2024-07-15 15:30:05,2024-07-15 17:21:05,111,1672.1,82:a6:f8:fd:1e:52,USR-99538,user1023@email.com,10.59.218.46,60669
CHI-SESS-001024,CHI-HS-0139,CityOfChicago_Free,Navy Pier,41.73384,-87.649633,2023-12-20 07:42:59,2023-12-20 08:25:59,43,1493.03,67:52:cf:dc:13:94,USR-54174,user1024@email.com,10.187.165.91,60647
CHI-SESS-001025,CHI-HS-0199,CHI-LINK,Wicker Park,41.94706,-87.582467,2023-10-26 02:47:30,2023-10-26 04:51:30,124,48.51,13:6b:e6:01:df:50,USR-22447,user1025@email.com,10.181.246.227,60651
CHI-SESS-001026,CHI-HS-0159,CityOfChicago_Free,Lincoln Park,41.797614,-87.662607,2024-12-19 06:18:56,2024-12-19 08:47:56,149,79.17,c9:dc:1c:68:de:68,USR-69318,user1026@email.com,10.60.246.244,60622
CHI-SESS-001027,CHI-HS-0295,CHI-FREE-WIFI,Grant Park,41.690435,-87.685928,2023-06-09 22:01:00,2023-06-10 00:55:00,174,1649.44,c3:df:f7:60:42:f8,USR-45530,user1027@email.com,10.44.150.96,60687
CHI-SESS-001028,CHI-HS-0267,Chicago_Public_Wifi,Boystown,41.970396,-87.827142,2024-12-18 08:33:55,2024-12-18 10:21:55,108,1337.83,74:07:ec:0e:11:f2,USR-33520,user1028@email.com,10.114.91.191,60666
CHI-SESS-001029,CHI-HS-0290,CHI-FREE-WIFI,Lincoln Park,41.900068,-87.935059,2024-03-08 17:31:55,2024-03-08 19:32:55,121,1400.26,9b:20:e4:55:cb:21,USR-28682,user1029@email.com,10.138.6.109,60656
CHI-SESS-001030,CHI-HS-0052,CityOfChicago_Free,Millennium Park,41.933083,-87.748423,2023-07-14 18:14:50,2023-07-14 19:36:50,82,1264.97,96:73:f3:93:d1:c8,USR-99541,user1030@email.com,10.236.216.62,60643
CHI-SESS-001031,CHI-HS-0281,CHI-LINK,Wicker Park,41.841739,-87.741701,2024-09-20 16:20:21,2024-09-20 18:12:21,112,1582.65,fd:a4:8e:ec:7f:78,USR-23559,user1031@email.com,10.1.101.117,60663
CHI-SESS-001032,CHI-HS-0069,CHI-LINK,Hyde Park,41.685293,-87.838868,2023-11-23 03:50:15,2023-11-23 05:53:15,123,1706.0,a1:3b:48:2c:8d:62,USR-23699,user1032@email.com,10.133.236.5,60637
CHI-SESS-001033,CHI-HS-0205,CityOfChicago_Free,Rogers Park,41.781009,-87.813197,2024-09-29 20:17:25,2024-09-29 21:53:25,96,63.28,5a:89:fe:a5:70:1c,USR-85618,user1033@email.com,10.14.127.244,60627
CHI-SESS-001034,CHI-HS-0196,CHI-LINK,Wicker Park,42.017844,-87.732616,2024-01-12 22:15:12,2024-01-13 00:02:12,107,1758.2,22:05:1d:42:dd:0e,USR-57524,user1034@email.com,10.139.246.223,60658
CHI-SESS-001035,CHI-HS-0163,CHI-LINK,Rogers Park,41.903673,-87.79878,2024-10-21 00:04:59,2024-10-21 02:00:59,116,1372.14,34:0b:ed:8e:5a:9b,USR-58359,user1035@email.com,10.145.122.252,60667
CHI-SESS-001036,CHI-HS-0064,CHI-FREE-WIFI,Grant Park,41.666109,-87.677957,2023-09-06 20:18:26,2023-09-06 20:55:26,37,216.45,4b:26:1a:a7:60:7e,USR-36782,user1036@email.com,10.57.212.99,60677
CHI-SESS-001037,CHI-HS-0054,CHI-FREE-WIFI,Grant Park,41.690994,-87.785939,2024-01-24 09:36:02,2024-01-24 11:26:02,110,105.99,b2:12:cf:19:25:78,USR-95668,user1037@email.com,10.45.171.178,60625
CHI-SESS-001038,CHI-HS-0275,Chicago_Public_Wifi,Lincoln Park,41.962171,-87.751525,2024-02-10 22:15:18,2024-02-10 23:20:18,65,1082.13,c5:40:d3:6a:e8:06,USR-58670,user1038@email.com,10.92.133.93,60670
CHI-SESS-001039,CHI-HS-0291,CityOfChicago_Free,Pilsen,41.785294,-87.669643,2024-07-25 06:53:23,2024-07-25 09:22:23,149,1902.71,4d:e1:3b:ac:82:9d,USR-21997,user1039@email.com,10.29.25.29,60662
CHI-SESS-001040,CHI-HS-0091,Chicago_Public_Wifi,Millennium Park,41.757287,-87.534908,2023-07-20 18:00:19,2023-07-20 18:24:19,24,1324.33,8b:2b:e7:f6:30:fb,USR-63433,user1040@email.com,10.97.183.46,60624
CHI-SESS-001041,CHI-HS-0048,CityOfChicago_Free,Lincoln Park,41.647017,-87.743202,2024-09-29 19:53:30,2024-09-29 22:46:30,173,1766.18,4b:37:52:74:d9:8c,USR-80901,user1041@email.com,10.166.0.99,60680
CHI-SESS-001042,CHI-HS-0236,Chicago_Public_Wifi,Navy Pier,41.676189,-87.920353,2023-10-30 09:53:46,2023-10-30 11:45:46,112,1543.09,2d:e9:1e:08:dd:53,USR-50486,user1042@email.com,10.84.60.201,60650
CHI-SESS-001043,CHI-HS-0112,CityOfChicago_Free,Lincoln Park,41.64974,-87.652915,2024-04-20 10:25:24,2024-04-20 11:19:24,54,1235.15,d7:6c:a5:54:48:ff,USR-82509,user1043@email.com,10.125.61.248,60682
CHI-SESS-001044,CHI-HS-0291,Chicago_Public_Wifi,Navy Pier,41.828997,-87.620865,2024-10-20 06:56:06,2024-10-20 08:16:06,80,1602.94,44:b2:2d:01:36:37,USR-80643,user1044@email.com,10.139.246.120,60689
CHI-SESS-001045,CHI-HS-0276,CityOfChicago_Free,Hyde Park,42.000058,-87.710084,2024-05-04 19:22:55,2024-05-04 20:41:55,79,1659.95,6e:14:7c:41:c7:9a,USR-39612,user1045@email.com,10.69.35.66,60684
CHI-SESS-001046,CHI-HS-0133,Chicago_Public_Wifi,Grant Park,41.76754,-87.567184,2023-12-14 08:41:15,2023-12-14 10:08:15,87,1688.89,c5:61:0b:49:46:40,USR-75329,user1046@email.com,10.151.123.152,60630
CHI-SESS-001047,CHI-HS-0272,CHI-FREE-WIFI,Grant Park,41.84342,-87.880945,2024-05-02 19:30:57,2024-05-02 21:02:57,92,758.83,34:91:27:89:2b:12,USR-14865,user1047@email.com,10.122.211.42,60616
CHI-SESS-001048,CHI-HS-0011,Chicago_Public_Wifi,Millennium Park,42.011078,-87.623489,2024-01-09 23:21:22,2024-01-10 01:56:22,155,133.58,ca:90:24:b1:6b:dc,USR-53173,user1048@email.com,10.149.148.95,60665
CHI-SESS-001049,CHI-HS-0197,CHI-FREE-WIFI,Rogers Park,41.680754,-87.939248,2023-04-21 02:16:42,2023-04-21 05:10:42,174,629.65,a1:b7:2b:92:d8:3c,USR-56587,user1049@email.com,10.116.2.11,60638
CHI-SESS-001050,CHI-HS-0158,CHI-FREE-WIFI,Loop,41.738129,-87.726944,2023-06-14 06:54:22,2023-06-14 08:23:22,89,1383.7,ee:fe:a2:09:e2:74,USR-54810,user1050@email.com,10.187.203.143,60687
CHI-SESS-001051,CHI-HS-0244,CHI-LINK,Millennium Park,41.827683,-87.763312,2023-09-16 19:20:24,2023-09-16 19:55:24,35,1016.59,7f:92:6f:5d:bc:9d,USR-23793,user1051@email.com,10.129.108.32,60628
CHI-SESS-001052,CHI-HS-0289,CHI-FREE-WIFI,Boystown,41.907821,-87.869594,2023-01-24 21:10:19,2023-01-24 23:50:19,160,252.1,e4:c5:19:c9:4a:83,USR-52370,user1052@email.com,10.89.227.208,60623
CHI-SESS-001053,CHI-HS-0197,CityOfChicago_Free,Rogers Park,41.779016,-87.63446,2024-05-22 15:44:29,2024-05-22 18:02:29,138,1499.94,5a:34:a3:b9:b2:f4,USR-17938,user1053@email.com,10.67.2.222,60670
CHI-SESS-001054,CHI-HS-0079,CHI-LINK,Millennium Park,41.971397,-87.540151,2024-01-30 11:44:17,2024-01-30 13:24:17,100,126.69,48:23:a0:57:83:fe,USR-22039,user1054@email.com,10.83.184.19,60697
CHI-SESS-001055,CHI-HS-0065,Chicago_Public_Wifi,Boystown,41.74994,-87.753184,2023-08-14 03:16:07,2023-08-14 04:34:07,78,1223.7,75:88:5b:a7:d3:13,USR-80041,user1055@email.com,10.32.177.196,60618
CHI-SESS-001056,CHI-HS-0130,CHI-FREE-WIFI,Grant Park,41.854347,-87.524459,2023-07-12 03:48:54,2023-07-12 04:50:54,62,1088.98,5b:f7:7b:2e:1c:0d,USR-61902,user1056@email.com,10.61.254.158,60677
CHI-SESS-001057,CHI-HS-0071,Chicago_Public_Wifi,Rogers Park,41.835144,-87.84861,2023-10-01 01:29:38,2023-10-01 02:26:38,57,1901.59,d0:80:fc:c5:7b:50,USR-84370,user1057@email.com,10.14.163.181,60633
CHI-SESS-001058,CHI-HS-0228,CHI-LINK,Grant Park,41.802027,-87.700117,2023-07-04 05:27:23,2023-07-04 05:39:23,12,725.71,ba:d6:9a:fa:ab:db,USR-31834,user1058@email.com,10.226.50.31,60678
CHI-SESS-001059,CHI-HS-0030,CHI-FREE-WIFI,Rogers Park,41.963012,-87.883701,2024-09-06 02:29:35,2024-09-06 03:10:35,41,1207.13,01:9b:2d:a2:2e:eb,USR-67572,user1059@email.com,10.174.211.217,60664
CHI-SESS-001060,CHI-HS-0279,CityOfChicago_Free,Lincoln Park,41.805769,-87.896563,2024-03-10 23:05:41,2024-03-11 00:40:41,95,1645.8,0c:c8:4f:87:68:4b,USR-32503,user1060@email.com,10.91.201.237,60692
CHI-SESS-001061,CHI-HS-0173,CHI-LINK,Millennium Park,41.909081,-87.76837,2023-08-02 16:25:17,2023-08-02 18:55:17,150,883.11,1c:89:89:81:92:60,USR-38446,user1061@email.com,10.161.111.78,60626
CHI-SESS-001062,CHI-HS-0161,CHI-FREE-WIFI,Lincoln Park,41.66098,-87.827916,2023-02-22 12:38:22,2023-02-22 14:46:22,128,1889.86,c6:56:63:5e:1e:1c,USR-74502,user1062@email.com,10.254.19.127,60694
CHI-SESS-001063,CHI-HS-0042,Chicago_Public_Wifi,Pilsen,41.973052,-87.68359,2024-11-04 13:20:06,2024-11-04 15:58:06,158,865.0,f2:df:1c:ab:47:12,USR-59561,user1063@email.com,10.2.145.102,60675
CHI-SESS-001064,CHI-HS-0056,Chicago_Public_Wifi,Rogers Park,41.762977,-87.6106,2023-08-04 01:38:15,2023-08-04 02:22:15,44,1390.31,b0:bd:2b:61:3a:7d,USR-38101,user1064@email.com,10.58.137.234,60698
CHI-SESS-001065,CHI-HS-0111,CHI-FREE-WIFI,Wicker Park,41.953922,-87.932916,2023-11-09 12:10:19,2023-11-09 13:58:19,108,1048.36,3e:2a:ae:9d:02:43,USR-49592,user1065@email.com,10.116.62.142,60670
CHI-SESS-001066,CHI-HS-0113,Chicago_Public_Wifi,Wicker Park,41.64497,-87.650487,2023-05-07 17:52:54,2023-05-07 20:11:54,139,418.64,80:e1:f5:e9:ab:2d,USR-71270,user1066@email.com,10.85.60.18,60667
CHI-SESS-001067,CHI-HS-0041,CityOfChicago_Free,Hyde Park,41.67546,-87.802683,2023-07-21 15:12:53,2023-07-21 15:39:53,27,1590.77,21:0f:b2:4e:c4:e8,USR-99779,user1067@email.com,10.243.80.154,60690
CHI-SESS-001068,CHI-HS-0080,CityOfChicago_Free,Boystown,41.918429,-87.764906,2024-08-19 17:27:23,2024-08-19 18:12:23,45,1412.92,6f:ab:5a:ec:d3:f0,USR-71410,user1068@email.com,10.143.61.240,60681
CHI-SESS-001069,CHI-HS-0141,Chicago_Public_Wifi,Pilsen,41.729695,-87.871878,2024-04-06 21:56:58,2024-04-07 00:08:58,132,365.48,ec:d5:0c:1c:5b:e3,USR-63345,user1069@email.com,10.166.183.149,60690
CHI-SESS-001070,CHI-HS-0082,CHI-LINK,Wicker Park,41.807027,-87.55452,2023-12-26 06:45:42,2023-12-26 06:56:42,11,725.25,a8:f9:10:fd:82:e7,USR-46603,user1070@email.com,10.2.243.121,60621
CHI-SESS-001071,CHI-HS-0295,CHI-LINK,Wicker Park,41.834571,-87.932896,2023-10-16 22:30:35,2023-10-17 00:39:35,129,1787.2,93:31:34:e0:93:6d,USR-37010,user1071@email.com,10.128.64.63,60628
CHI-SESS-001072,CHI-HS-0036,CHI-FREE-WIFI,Grant Park,41.985978,-87.551627,2024-12-17 15:14:55,2024-12-17 17:32:55,138,1403.61,f4:25:c3:0b:b7:55,USR-67259,user1072@email.com,10.66.182.219,60619
CHI-SESS-001073,CHI-HS-0155,CityOfChicago_Free,Grant Park,41.916075,-87.653628,2024-06-17 02:49:35,2024-06-17 04:48:35,119,973.41,1a:72:cc:b1:69:97,USR-57708,user1073@email.com,10.2.73.117,60698
CHI-SESS-001074,CHI-HS-0274,Chicago_Public_Wifi,Boystown,41.770637,-87.797031,2024-10-02 12:39:53,2024-10-02 13:23:53,44,702.51,22:44:57:09:03:62,USR-41742,user1074@email.com,10.195.76.131,60692
CHI-SESS-001075,CHI-HS-0275,CHI-LINK,Hyde Park,41.75777,-87.544043,2023-10-11 19:10:48,2023-10-11 19:26:48,16,1763.73,6c:f4:d0:33:e4:df,USR-41865,user1075@email.com,10.246.89.50,60630
CHI-SESS-001076,CHI-HS-0128,CityOfChicago_Free,Rogers Park,41.884612,-87.794118,2023-04-07 14:57:46,2023-04-07 16:09:46,72,1380.34,21:11:30:c0:52:27,USR-83741,user1076@email.com,10.241.38.136,60679
CHI-SESS-001077,CHI-HS-0023,CHI-LINK,Pilsen,41.694569,-87.82648,2023-06-26 19:07:17,2023-06-26 21:48:17,161,901.27,61:63:01:ee:06:00,USR-30932,user1077@email.com,10.175.94.209,60625
CHI-SESS-001078,CHI-HS-0050,CHI-LINK,Boystown,41.805805,-87.683313,2023-07-10 08:05:07,2023-07-10 11:03:07,178,6.42,2b:05:4a:b7:f7:64,USR-82681,user1078@email.com,10.200.144.59,60636
CHI-SESS-001079,CHI-HS-0277,CHI-FREE-WIFI,Lincoln Park,41.799119,-87.575452,2024-01-23 14:32:47,2024-01-23 16:43:47,131,314.66,4c:72:37:6a:5e:c5,USR-66497,user1079@email.com,10.114.70.114,60666
CHI-SESS-001080,CHI-HS-0194,CHI-FREE-WIFI,Grant Park,41.858384,-87.870743,2023-10-09 15:50:40,2023-10-09 17:52:40,122,20.17,f0:9c:26:ad:7e:04,USR-63367,user1080@email.com,10.190.79.6,60690
CHI-SESS-001081,CHI-HS-0230,CHI-FREE-WIFI,Rogers Park,41.745565,-87.563933,2024-03-13 02:15:20,2024-03-13 03:09:20,54,430.58,a6:9e:c5:62:d9:72,USR-96636,user1081@email.com,10.205.39.157,60666
CHI-SESS-001082,CHI-HS-0141,CHI-LINK,Wicker Park,41.72937,-87.661394,2023-11-21 22:02:02,2023-11-21 22:04:02,2,1517.7,9a:14:7e:82:b4:d3,USR-84339,user1082@email.com,10.178.208.193,60683
